,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_1kg
2991,20060237,Poêlée de Kebab,400 g ℮,"Plastic,Cardboard,Frozen,Ldpe-low-density-polyethylene,Non-corrugated cardboard,LDPE 4 - Low-density polyethylene","Glenfell,Culinea","Meats and their products,Beef and its products,Frozen foods,Meals,Meats,Beef,Frozen meats,Frozen meat preparations,Pan-fried dishes,fr:Poêlées façon kebab",,"Green Dot,Made in Germany","Finland,France",d,Fish Meat Eggs,Meat,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",,unknown,fr:Poêlées façon kebab,43.33
2992,41570112656,Almond Breeze Barista Blend,1 L,"Multilayer-composite,Tetra Pak,Tetra Brik Aseptic",blue-diamond,"Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Nuts and their products,Plant-based beverages,Plant-based milk alternatives,Nut-based drinks,Almond-based drinks",,"Vegetarian,Vegan,Green Dot","Finland,France,United Kingdom",b,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",70.0,b,Almond-based drinks,0.9
2993,70177084745,Blackcurrant,25 piece,"Plastic,Cardboard,Non-corrugated cardboard,Pp-polypropylene",Haugen-gruppen-as,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Black teas",,"No gluten,Green Dot","Finland,Germany",b,Beverages,Unsweetened beverages,"Beverages,Unsweetened beverages",86.0,a,Black teas,0.55
2994,680569854124,Natural Coconut Yog,350 g,Pp-pot,the-coconut-collaborative,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Vegan products,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Coconut yogurts,Coconutmilk yogurts",,"Vegetarian,Vegan,No milk,No palm oil","Finland,France,Ireland,United Kingdom",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",71.0,b,Coconutmilk yogurts,1.05
2995,10082874,Krombacher Pils Alcoholfrei 0.0%,33unknown,"fi:green-dot,fi:lasi,fi:pullo",Krombacher,"Beverages and beverages preparations,Beverages,Non-alcoholic beverages,Non-alcoholic beers",,Vihrea-piste,"Finland,Germany",c,Beverages,Unsweetened beverages,"Beverages,Unsweetened beverages",37.0,d,Non-alcoholic beers,0.55
2996,20001940,Speisequark,250 g,"Plastic,Tray",milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh cheeses,Quarks,Quark with 20% fat in dry mass,pt:queijos-frescos-quark",,"Green Dot,Nutriscore,Nutriscore Grade A,es:recicla-amarillo,pt:ecoponto-amarelo","Austria,Denmark,Finland,Germany,Portugal,Spain,Sweden",a,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",35.0,d,pt:queijos-frescos-quark,12.05
2997,20002183,Requesón tipo cottage,200 g,"Plastic,Metal,Pot,Pp-polypropylene,Recyclable Metals,Aluminium","lidl,milbona","Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Cow cheeses,Fermented dairy desserts,Plain fermented dairy desserts,Fresh cheeses,Cottage cheeses,Plain cottage cheeses",,"Green Dot,es:recicla-amarillo,pt:alto-teor-em-proteina,pt:ecoponto-amarelo","Finland,Germany,Portugal,Spain,Sweden",b,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",42.0,d,Plain cottage cheeses,2.05
2998,20002381,Gouda affiné,300 g,"Plastic,Other-plastics",milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Uncooked pressed cheeses,Cheeses of the Netherlands,Gouda,Sliced cheeses",,"Animal welfare,High in salt - Finland,PGI,fr:Lait de paturage,Made-in-netherlands","Finland,France,Germany,Spain",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",54.0,c,Sliced cheeses,12.05
2999,20003920,Napoli Tomato Sauce,500ml ℮ (518g),"Glass,fi:97,fi:tinplate",Combino,"Condiments,Sauces,Pasta sauces,Tomato sauces,Groceries",,Made in Germany,"Finland,France,Spain",c,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",85.0,a,Groceries,4.607
3000,20004125,Tomatenmark,200 g,"Metal,Recyclable Metals,Aluminium,Tube,fr:41,fr:produkt,fr:tube-en","Baresa,Lidl,Giaguaro,Freshona","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Condiments,Vegetables based foods,Sauces,Tomatoes and their products,Tomato sauces,Tomato pastes",,"Made in Italy,Nutriscore,Nutriscore Grade A","Austria,Finland,France,Germany,Switzerland",a,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",50.0,c,Tomato pastes,4.607
3001,20006358,,300g (x6),"Plastic,Bag",Maitre-jean-pierre,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns,Sliced breads,Aliments-d-origine-vegetale,Aliments-et-boissons-a-base-de-vegetaux,Cereales-et-pommes-de-terre,Pains-speciaux",,"Made in Germany,No palm oil","Finland,France,Germany",c,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",75.0,a,Pains-speciaux,2.5
3002,20008741,Cheddar style soft cheese slices,200 g,Plastic,milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from the United Kingdom,Cheeses from England,Processed cheese,Cheddar cheese,Melted cheese,fi:sulatejuusto-viipale",,High in salt - Finland,"Finland,Spain",a,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",43.0,d,fi:sulatejuusto-viipale,12.05
3003,20015145,Frankfurti roppanós virsli,350 g,"Plastic,Bag,Vacuum-packed",Dulano,"Meats and their products,Meats,Prepared meats,Sausages,French sausages,Strasbourg sausages,Industrial knacks",,"Nutriscore,Nutriscore Grade E","Bulgaria,Finland,France",e,Fish Meat Eggs,Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",8.0,f,Industrial knacks,13.15
3004,20037154,Tomatensauce mit Basilikum,400 ml,"Glass,Pot,fr:97-gl",Combino,"Condiments,Sauces,Meal sauces,Pasta sauces,Tomato sauces,Tomato sauces with basil,Groceries",,"Vegetarian,Vegan,Made in Italy,No lactose,Nutriscore","Austria,Czech Republic,Finland,France,Germany,Spain,Switzerland",unknown,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",85.0,a,Groceries,4.607
3005,20041670,Oattis Kaurajuoma,1 I,"Cardboard,Paperboard","lidl,vemondo","Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks",,"Vegetarian,Vegan,FSC,FSC Mix,No added sugar,fi:Hyvää Suomesta,fi:Sydänmerkki,fi:100-kotimaista-viljaa","Finland,France",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",59.0,c,Oat-based drinks,0.9
3006,20045197,Kermajuustoviipale 26%,400g ℮,"fi:pet-pe-evoh,fi:♺","lidl,milbona","Dairies,Fermented foods,Fermented milk products,Cheeses,Sliced cheeses",,,"Denmark,Finland,France,Sweden",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",41.0,d,Sliced cheeses,12.05
3007,20047214,Mozzarella grated,200 g,"Plastic,Other-plastics","lidl,milbona","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Grated cheese,Grated Mozzarella",,"Vegetarian,European Vegetarian Union,European Vegetarian Union Vegetarian,Green Dot,pt:ecoponto-amarelo","Bulgaria,Croatia,Cyprus,Denmark,Finland,France,Germany,Portugal,Romania,Sweden",c,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",41.0,d,Grated Mozzarella,12.05
3008,20050238,Tilsiter siivut,400 g,de:folienverpackung,milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Tilsit",,"High in salt - Finland,No lactose","Finland,Germany",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",36.0,d,Tilsit,12.05
3009,20067878,Ruisnäkkäri,400g,fr:kartonki,Mylly-kivi,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Breads,Extruded crispbreads,Sliced breads",,fi:valmistettu-suomessa,"Finland,France",a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",70.0,b,Sliced breads,2.5
3010,20082185,Sandwich American Style whole grain,750 g,"Plastic,Bag,Pp-polypropylene",Tastino,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Wholemeal breads,Wholemeal sliced breads,sl:toast-bread",,"Organic,Vegetarian,EU Organic,Source of fibre,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Nutriscore,Nutriscore Grade B","Czech Republic,Finland,France,Slovenia",unknown,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",97.0,a-plus,sl:toast-bread,2.5
3011,20103286,Full Fat Soft Cheese Original,200 g,"Metal,Plastic,Pot,Recyclable Metals,Aluminium,Lid,Pp-polypropylene,Pp-tub","Milbona,Lidl","Dairies,Fermented foods,Fermented milk products,Cheeses,Spreads,Salted spreads,Pasteurised products,Fresh cheeses,Pasteurized cheeses,Cheese spreads,pt:queijos-frescos-para-barrar",,"Vegetarian,Pasteurized,Green Dot,Nutriscore,Nutriscore Grade D,Tidy man,es:recicla-amarillo,pt:ecoponto-amarelo","Finland,Germany,Ireland,Portugal,Spain,United Kingdom",d,Salty snacks,Salty and fatty products,"Salty snacks,Salty and fatty products",42.0,d,pt:queijos-frescos-para-barrar,2.1
3012,20107338,Triple taste ice cream,2l ℮ (937g),"Plastic,Pp-polypropylene,Muovi","bon-gelati,lidl","Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream tubs",,"Fair trade,Sustainable farming,Fairtrade cocoa,Rainforest Alliance,UTZ Certified,UTZ Certified Cocoa","Croatia,Denmark,Finland,Hungary,Romania,Slovenia,Sweden",d,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",99.0,a-plus,Ice cream tubs,2.6
3013,20108908,Parsakaali,750 g,"Plastic,Bag,Frozen",Freshona,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Frozen foods,Vegetables,Frozen plant-based foods,Frozen vegetables,Broccoli,Frozen broccolis",,"Keyhole,fi:Sydänmerkki","Finland,France,Germany,Switzerland",a,Fruits and vegetables,Vegetables,"Fruits and vegetables,Vegetables",99.0,a-plus,Frozen broccolis,1.55
3014,20131968,Requesón tipo cottage light*,200 g,"Plastic,Metal,Pot,Pp-polypropylene,Recyclable Metals,Aluminium","lidl,milbona","Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Cow cheeses,Fermented dairy desserts,Pasteurised products,Plain fermented dairy desserts,Fresh cheeses,Pasteurized cheeses,Cottage cheeses,Plain cottage cheeses",,"Low or no fat,Low fat,Reduced fat,Source of proteins,Green Dot,High proteins,80-less-fat,es:recicla-amarillo,pt:alto-teor-em-proteina,pt:ecoponto-amarelo,pt:light,pt:magro,pt:rico-em-proteinas","Finland,Germany,Portugal,Spain,Sweden",a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",39.0,d,Plain cottage cheeses,2.05
3015,20162979,Spaghetti Carbonara,350 g,"Plastic,Pp-polypropylene,Cardboard,Non-corrugated cardboard","chef-select,lidl","Meats and their products,Meals,Pasta dishes,Meals with meat,Microwave meals,Carbonara-style pasta,Spaghetti with carbonara",,Green Dot,"Denmark,Finland,Portugal,Spain,Sweden",c,Composite foods,One-dish meals,"Composite foods,One-dish meals",56.0,c,Spaghetti with carbonara,2.95
3016,20184216,Naudan lehtipihvi,320 g,Plastic,Bergmann,"Meats and their products,Beef and its products,Meat preparations,Meats,Beef,Steaks,Beef steaks,Beef preparations",,"Haltungsform,QS certification mark,de:haltungsform-1-stallhaltung","Finland,Germany,Spain",c,Fish Meat Eggs,Meat,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",2.0,f,Beef preparations,43.33
3017,20199876,Aurinkokuivattuja tomaatteja,"285 g, 140 g","Glass-jar,Steel-lid",Lidl-baresa,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Dried products,Dried plant-based foods,Tomatoes and their products,Dried vegetables,Dried tomatoes,Dried tomato in oil",,"Vegetarian,Vegan","Finland,France,Germany,Poland,United Kingdom",unknown,Fruits and vegetables,Vegetables,"Fruits and vegetables,Vegetables",8.0,f,Dried tomato in oil,1.55
3018,20200275,Wafer ICE cream cones,112g,"Cardboard,Paperboard",Sondey,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream cones",,,"Finland,Germany",d,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",81.0,a,Ice cream cones,2.6
3019,20211301,Tortilla Rolls,125 g,"Plastic,Pp-polypropylene,Bag",El-tequito,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Corn chips",,"No gluten,Nutriscore","Finland,Germany,Poland",unknown,Salty snacks,Appetizers,"Salty snacks,Appetizers",75.0,a,Corn chips,2.1
3020,20214432,Red Lentils,500g,"pl:7,pl:inne",Golden-sun,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Breakfasts,Cereals and potatoes,Legumes,Seeds,Cereals and their products,Legume seeds,Breakfast cereals,Pulses,Lentils,Decorticated lentils,Red lentils,Decorticated red lentils",,,"Finland,France,Germany,Poland",a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",82.0,a,Decorticated red lentils,2.65
3021,20214456,Green lentils,500g,"pl:7,pl:other","Golden-sun,Lidl","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Seeds,Legume seeds,Pulses,Lentils,Green lentils",,,"Finland,Germany,Poland",a,Cereals and potatoes,Legumes,"Cereals and potatoes,Legumes",82.0,a,Green lentils,1.55
3022,20221904,Hähnchen Nuggets Käse,450 g ℮bane,"Cardboard,Non-corrugated cardboard,LDPE 4 - Low-density polyethylene","Gutknecht,Culinea","Meats and their products,Meat preparations,Meats,Chicken and its products,Poultries,Chicken preparations,Breaded products,Chickens,Cooked poultries,Breaded chicken,Cooked chicken,Poultry nuggets,Chicken nuggets",,"German Agricultural Society,de:dlg-jahrlich-pramiert","Finland,Germany",d,Fish Meat Eggs,Meat,"Fish‚ Meat‚ Eggs,Meat,Poultry",22.0,e,Chicken nuggets,43.33
3023,20258207,Instant Mashed Potato,500 g (4 * 125 g),"Plastic,Bag,Box,Cardboard,Container,Individual bag,Non-corrugated cardboard",Harvest-basket,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Meals,Dried products,Dried products to be rehydrated,Purées,Potato preparations,Mashed potatoes,Instant mashed potatoes",,"Made in France,Made-in-netherlands","Finland,France,Spain,Switzerland",a,Cereals and potatoes,Potatoes,"Cereals and potatoes,Potatoes",74.0,b,Instant mashed potatoes,0.2
3024,20280239,Gouda,1000 g,"Plastic,Other-plastics,Tray","Milbona,Heinrichsthaler-milchwerke","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Pasteurised products,Uncooked pressed cheeses,Cheeses of the Netherlands,Gouda,Pasteurized cheeses,Sliced cheeses",,"Made in Germany,Made-in-netherlands","Finland,France,Germany,Hungary,Romania",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",54.0,c,Sliced cheeses,12.05
3025,20321543,Sinihomejuusto,200 g,"Plastic,Container",milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Blue-veined cheeses",,Green Dot,"Finland,Germany",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",52.0,c,Blue-veined cheeses,12.05
3026,20364649,Grillijuusto yrtti,280 g,Plastic,"grillimaisteri,grillmeister,lidl","Dairies,Fermented foods,Fermented milk products,Cheeses",,Vegetarian,"Finland,France,Germany",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",31.0,d,Cheeses,12.05
3027,20412111,Mango,300 g e,"Cardboard,Frozen,es:21,es:caja-de-carton",Lidl,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Fruits based foods,Frozen plant-based foods,Fruits,Tropical fruits,Frozen fruits,Frozen tropical fruits,Mangoes",,"Green Dot,Keyhole,fi:Sydänmerkki","Finland,France,Spain",a,Fruits and vegetables,Fruits,"Fruits and vegetables,Fruits",84.0,a,Mangoes,1.0
3028,20425609,Multigrain Hoops,375 g,fr:etui-carton,Crownfield,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals,Breakfast cereals rich in fibre",,"Vegetarian,Vegan,Green Dot,fr:pap-21,pt:ecoponto-azul","Finland,France",c,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",39.0,d,Breakfast cereals rich in fibre,2.65
3029,20437046,Steakové hranolky,750 g,PE 7 - Polyethylene,"Harvest-basket,Lidl","Chips and fries,Frozen foods,Frozen fried potatoes,Fries,Frozen fries",,"No gluten,Vegetarian,Vegan,Green Dot,Made in Belgium,Nutriscore,Nutriscore Grade B","Czech Republic,Finland,France",b,Cereals and potatoes,Potatoes,"Cereals and potatoes,Potatoes",81.0,a,Frozen fries,0.2
3030,20618339,Gouda tierno,400 g,"Plastic,Other-plastics",milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Uncooked pressed cheeses,Cheeses of the Netherlands,Gouda,Pasteurized cheeses,Sliced cheeses",,"Vegetarian,European Vegetarian Union,European Vegetarian Union Vegetarian,High in salt - Finland,Made-in-netherlands","Finland,Sweden",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",54.0,c,Sliced cheeses,12.05
3031,20621452,Crownfield Special Flakes Red Fruit,425 g,"Cardboard,Non-corrugated cardboard,fr:ecoponto-azul,fr:food-safe,fr:point-vert,fr:tidyman-wastebasket","Crownfield,Lidl","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Extruded cereals,Breakfast cereals rich in fibre,Cereal flakes with fruits",,"Vegetarian,Source of fibre,Vegan,European Vegetarian Union,Green Dot,High fibres,Made in Germany,Nutriscore,Nutriscore Grade B","Belgium,Czech Republic,Finland,France,Germany",b,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",29.0,e,Cereal flakes with fruits,2.65
3032,20623180,Pear Nectar,1 L,"Multilayer-composite,Paper and cardboard / Plastic / Aluminium,ro:fsc","lidl,solevita","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit nectars,Pear nectars",,"FSC,FSC Mix","Bulgaria,Croatia,Finland,Hungary,Italy,Romania,Sweden",e,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",41.0,d,Pear nectars,0.55
3033,20652340,Mini NEO Ice Cream Cones,216 g (12 x 18 g),"Cardboard,Non-corrugated cardboard,Green-dot",Gelatelli,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream cones",,"Sustainable farming,Green Dot,Made in Germany,UTZ Certified,UTZ Certified Cocoa","Finland,Spain,Sweden",e,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",86.0,a,Ice cream cones,2.6
3034,20724085,Cola,300g,"Plastic,Bag,Pp-polypropylene,Mixed-plastic-packet,fr:schlauchbeutel","sugarland,sweet-corner","Beverages and beverages preparations,Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Beverage preparations,Chocolate candies,Syrups,Bonbons,Candies,Flavoured syrups,Gummi candies,Cola syrups,Gummy cola bottles,Getranke,Susser-snack,Susswaren",,,"Finland,France,Germany",unknown,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",69.0,b,Susswaren,0.55
3035,20757809,Hummus classic,200 g,de:pet-pe-01-pet,Chef-select,"Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Salted spreads,Sauces,Dips,Hummus,Classic hummus",,"No gluten,Vegetarian,Source of fibre,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot,Made in Germany,pt:ecoponto-amarelo","Bulgaria,Finland,France,Germany,Italy,Portugal,Spain,Sweden",d,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",80.0,a,Classic hummus,4.607
3036,20816049,Potato gratins,1pcs,"Box,Cardboard,Frozen,fr:21","Deluxe,Lidl","Frozen foods,Meals,Gratins,Potato gratin,Vegetable gratins",,,"Belgium,Finland,France,Germany",d,Composite foods,One-dish meals,"Composite foods,One-dish meals",85.0,a,Vegetable gratins,2.95
3037,20816315,Mozzarella,1pcs,Bag,"lovilio,milbona","Dairies,Fermented foods,Fermented milk products,Cheeses,Italian cheeses,Stretched-curd cheeses,Mozzarella,Grated cheese",,Green Dot,"Finland,France,Germany,Spain",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",62.0,b,Grated cheese,12.05
3038,20829735,Pommes Frites,100 gram,"Plastic,04-pe,Mixed-plastic-film-bag","Harvest-basket,Lidl","Chips and fries,Frozen foods,Frozen fried potatoes,Fries,Frozen fries",,"Made in Belgium,With Sunflower oil","Denmark,Finland,France,Germany,Sweden",b,Cereals and potatoes,Potatoes,"Cereals and potatoes,Potatoes",90.0,a-plus,Frozen fries,0.2
3039,20994945,Natural Cottage Cheese,300 g,"Metal,Plastic,Recyclable Metals,Aluminium,Pp-polypropylene","lidl,milbona","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Fresh cheeses,Cottage cheeses",,"Vegetarian,Source of proteins,High proteins,Nutriscore,Nutriscore Grade B,es:recicla-amarillo,pt:ecoponto-amarelo","Finland,Ireland,Spain,Sweden,United Kingdom",b,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",39.0,d,Cottage cheeses,12.05
3040,20995294,Cheeseburger American Style,320 g - 2 × 150 g,"Plastic,Pet-polyethylene-terephthalate","chef-select,lidl","Sandwiches,Cheeseburgers,Hamburgers,fr:preparation-de-viande-de-boeuf-cuite,fr:preparation-de-viande-de-boeuf-cuite-dans-un-petit-pain-de-ble",,,"Belgium,Finland,France,Germany",d,Composite foods,Sandwiches,"Composite foods,Sandwiches",3.0,f,fr:preparation-de-viande-de-boeuf-cuite-dans-un-petit-pain-de-ble,2.95
3041,3073780774130,Original,140 g,"Metal,Cardboard,Box","a-vaca-que-ri,bel,den,die-lachende-kuh,la-mucca-che-ride,la-vache-qui-rit,naurava-lehma,skrattande-kon,the-laughing-cow","Dairies,Fermented foods,Fermented milk products,Cheeses,Spreads,Salted spreads,Cheese spreads,Melted cheese",,Too good to go,"Finland,Germany,Ireland,Italy,Portugal,Sweden,United Kingdom",d,Salty snacks,Salty and fatty products,"Salty snacks,Salty and fatty products",32.0,d,Melted cheese,2.1
3042,3161910238710,Camembert,250 g,"Metal,Cardboard,Box,Wood,fr:boite-en-bois",coeur-de-lion,"Dairies,Fermented foods,Fermented milk products,Cheeses,Soft cheeses,Cow cheeses,Soft cheeses with bloomy rind,Camemberts,Pasteurised products,Cow camemberts,Pasteurized cheeses,Camemberts from pasteurized cow milk",,"Non-vegetarian,Green Dot,Made in France","Denmark,Finland,France,Germany,Netherlands,Norway,Poland,Portugal,Spain,Sweden,Switzerland,United Kingdom",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",35.0,d,Camemberts from pasteurized cow milk,12.05
3043,3228020232028,le Brie,200 g,"Pack,fr:product",president,"Dairies,Fermented foods,Fermented milk products,Cheeses,Soft cheeses,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Bries",,"Vegetarian,Green Dot,Incorrect data on label,Made in France","Belgium,Denmark,Finland,France,Italy,Luxembourg,Portugal,Spain,Sweden,Switzerland",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",40.0,d,Bries,12.05
3044,4000339697908,Philadelphia naturell,200 g,"Plastic,Metal,Pp-polypropylene,Recyclable Metals,Aluminium",mondelez,"Dairies,Fermented foods,Fermented milk products,Cheeses,Spreads,Salted spreads,Cheese spreads,Cream cheeses",,"No gluten,Green Dot","Denmark,Finland,Greece,Norway,Sweden",d,Salty snacks,Salty and fatty products,"Salty snacks,Salty and fatty products",41.0,d,Cream cheeses,2.1
3045,4001724039082,Ristorante Pizza Hawaii,355 gram,"Plastic,Box,Pizza box",Dr. Oetker,"Frozen foods,Meals,Pizzas pies and quiches,Meals with meat,Pizzas,Pork meals,Frozen pizzas and pies,Ham pizzas,Frozen pizzas,Pizza with ham and cheese",,"Green Dot,Made in the EU,Nutriscore,Nutriscore Grade B,Triman","Austria,Belgium,Finland,Germany,Netherlands",c,Composite foods,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",53.0,c,Pizza with ham and cheese,2.95
3046,4001724819806,Ristorante Pizza Mozzarella,335 g,"Box,de:stück,Card-box,Ldpe-wrapper",Dr. Oetker,"Frozen foods,Meals,Pizzas pies and quiches,Pizzas,Vegetarian pizzas,Cheese pizzas,Frozen pizzas and pies,Frozen pizzas",,"Vegetarian,Green Dot,Nutriscore,Nutriscore Grade B,Made-in-the-uk","Australia,Austria,Belgium,Cyprus,Denmark,Finland,France,Germany,Greece,Ireland,Luxembourg,Netherlands,Norway,Portugal,Russia,Spain,Sweden,Switzerland,United Kingdom",d,Composite foods,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",73.0,b,Frozen pizzas,2.95
3047,4001724819905,Ristorante Pizza Vegetar 370g,,"Plastic,Bag,Box,Frozen,Point-vert,Container",Dr-oetker-norge-as,"Frozen foods,Meals,Pizzas pies and quiches,Pizzas,Combination Meals,Vegetarian pizzas,Frozen pizzas and pies,Frozen ready-made meals,Frozen pizzas,Vegetable pizza",,,"Austria,Belgium,Cyprus,Denmark,Finland,France,Germany,Greece,Ireland,Luxembourg,Netherlands,Norway,Spain,Sweden,Switzerland,United Kingdom",c,Composite foods,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",54.0,c,Vegetable pizza,2.95
3048,4002971283808,High Protein Chocolate Mousse,200 gram,"Plastic,Metal,Pp-polypropylene,Recyclable Metals,Aluminium",Ehrmann,"Dairies,Desserts,Dairy desserts,Entremets - mousses and creamy puddings,Chocolate desserts,Sweet mousses,Dairy Mousses,Chocolate mousses,Мляко",,No lactose,"Finland,Germany,Netherlands,United Kingdom",a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",26.0,e,Мляко,2.05
3049,4002971301601,High Protein Chocolate Pudding***,200 g,"Plastic,Metal,PP 5 - Polypropylene,Recyclable Metals,Aluminium,pt:muovi",Ehrmann,"Dairies,Desserts,Dairy desserts,Entremets - mousses and creamy puddings,Puddings,Chocolate desserts,Creamy puddings,Chocolate creamy puddings,Refrigerated creamy puddings,Refrigerated chocolate creamy puddings",,"No gluten,Source of proteins,High proteins,No added sugar,No lactose,With sweeteners","Finland,France,Germany,Italy,Netherlands,Portugal,Spain",a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",63.0,b,Refrigerated chocolate creamy puddings,2.05
3050,4056489098607,Mascarpone Free From lactose*,250 g,"Plastic,Pot,Pp-polypropylene,Box,Lid",milbona,"Dairies,Fermented foods,Fermented milk products,Cheeses,Italian cheeses,Fresh cheeses,Cream cheeses,Lactose-free cheeses,Mascarpone",,"Vegetarian,Incorrect data on label,No lactose,Nutriscore,Nutriscore Grade D","Bulgaria,Finland,Ireland,Italy,Portugal,Slovakia,Sweden,Switzerland,United Kingdom",d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",50.0,c,Mascarpone,12.05
